show_id,type,title,country,date_added,listed_in
s1198,Movie,Smart House,United States,"November 12, 2019","Comedy, Coming of Age, Drama"
s1199,Movie,Smash and Grab,United States,"November 12, 2019","Animation, Buddy, Family"
s1200,Movie,Snow White and The Seven Dwarfs,United States,"November 12, 2019","Animation, Family, Fantasy"
s1201,Movie,Snowball Express,United States,"November 12, 2019","Comedy, Family, Sports"
s1202,Movie,Snowglobe,United States,"November 12, 2019","Comedy, Family, Fantasy"
s1203,TV Show,So Weird,Canada,"November 12, 2019","Fantasy, Kids, Mystery"
s1204,Movie,Society Dog Show,United States,"November 12, 2019","Animation, Comedy, Family"
s1205,TV Show,Spider-Man (Shorts),,"November 12, 2019","Action-Adventure, Animation, Kids"
s1206,TV Show,Spider-Man and His Amazing Friends,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s1207,TV Show,Spider-Man Unlimited,"United States, Canada","November 12, 2019","Action-Adventure, Animation, Kids"
s1208,TV Show,Spider-Woman,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s1209,TV Show,Star Wars Forces of Destiny (Shorts),United States,"November 12, 2019","Action-Adventure, Animation, Anthology"
s1210,TV Show,Star Wars Rebels,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s1211,TV Show,Star Wars Rebels (Shorts),,"November 12, 2019","Action-Adventure, Animation, Kids"
s1212,Movie,Star Wars: A New Hope (Episode IV),United States,"November 12, 2019","Action-Adventure, Science Fiction"
s1213,Movie,Star Wars: Attack of the Clones (Episode II),United States,"November 12, 2019","Action-Adventure, Science Fiction"
s1214,TV Show,Star Wars: Blips,United States,"November 12, 2019",Series
s1215,Movie,Star Wars: Return of the Jedi (Episode VI),United States,"November 12, 2019","Action-Adventure, Science Fiction"
s1216,Movie,Star Wars: Revenge of the Sith (Episode III),United States,"November 12, 2019","Action-Adventure, Science Fiction"
s1217,Movie,Star Wars: The Empire Strikes Back (Episode V),United States,"November 12, 2019","Action-Adventure, Science Fiction"
s1218,Movie,Star Wars: The Force Awakens (Episode VII),United States,"November 12, 2019","Action-Adventure, Science Fiction"
s1219,Movie,Star Wars: The Phantom Menace (Episode I),United States,"November 12, 2019","Action-Adventure, Science Fiction"
s1220,Movie,Starstruck,United States,"November 12, 2019","Comedy, Coming of Age, Music"
s1221,Movie,Steamboat Willie,United States,"November 12, 2019","Animation, Family, Kids"
s1222,Movie,Stepsister from Planet Weird,United States,"November 12, 2019","Comedy, Family, Science Fiction"
s1223,Movie,Stitch! The Movie,United States,"November 12, 2019","Animation, Comedy, Family"
s1224,Movie,Stonehenge Decoded: Secrets Revealed,United Kingdom,"November 12, 2019",Documentary
s1225,Movie,Stuck in the Suburbs,United States,"November 12, 2019","Comedy, Coming of Age, Music"
s1226,Movie,Sultan and the Rock Star,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Family"
s1227,Movie,Super Buddies,United States,"November 12, 2019","Action-Adventure, Comedy, Family"
s1228,Movie,Swiss Family Robinson,United States,"November 12, 2019","Action-Adventure, Family, Survival"
s1229,TV Show,TaleSpin,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s1230,Movie,Tall Tale,United States,"November 12, 2019","Action-Adventure, Western"
s1231,Movie,Tangled,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1232,Movie,Tangled Before Ever After,United States,"November 12, 2019","Animation, Coming of Age, Fantasy"
s1233,Movie,Tarzan & Jane,United States,"November 12, 2019","Action-Adventure, Animation"
s1234,Movie,Teacher's Pet,United States,"November 12, 2019","Animation, Comedy, Family"
s1235,Movie,Teen Beach 2,United States,"November 12, 2019","Fantasy, Musical"
s1236,Movie,Teen Beach Movie,United States,"November 12, 2019","Coming of Age, Fantasy, Musical"
s1237,Movie,Teen Spirit,United States,"November 12, 2019","Buddy, Comedy, Coming of Age"
s1238,Movie,That Darn Cat,United States,"November 12, 2019","Animals & Nature, Comedy, Family"
s1239,Movie,That Darn Cat!,United States,"November 12, 2019","Animals & Nature, Comedy, Family"
s1240,Movie,The Absent-Minded Professor,United States,"November 12, 2019","Comedy, Family, Science Fiction"
s1241,Movie,The Adventures of André & Wally B.,United States,"November 12, 2019","Animation, Kids"
s1242,Movie,The Adventures of Bullwhip Griffin,United States,"November 12, 2019","Action-Adventure, Comedy, Family"
s1243,Movie,The Adventures of Huck Finn,United States,"November 12, 2019","Action-Adventure, Coming of Age, Drama"
s1244,Movie,The Adventures of Ichabod and Mr. Toad,United States,"November 12, 2019","Action-Adventure, Animation, Anthology"
s1245,TV Show,The Adventures of Spin and Marty,United States,"November 12, 2019","Buddy, Coming of Age, Family"
s1246,Movie,The African Lion,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s1247,Movie,The Apple Dumpling Gang,United States,"November 12, 2019","Comedy, Family, Western"
s1248,Movie,The Apple Dumpling Gang Rides Again,United States,"November 12, 2019","Comedy, Family, Western"
s1249,Movie,The Aristocats,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1250,Movie,The Art of Skiing,United States,"November 12, 2019","Animation, Comedy, Family"
s1251,TV Show,The Avengers: Earth's Mightiest Heroes,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s1252,TV Show,The Avengers: United They Stand,"France, Canada, United States","November 12, 2019","Action-Adventure, Animation, Kids"
s1253,Movie,The Band Concert,United States,"November 12, 2019","Animation, Family, Kids"
s1254,Movie,The Bears and I,United States,"November 12, 2019","Animals & Nature, Drama, Family"
s1255,Movie,The Big Bad Wolf,United States,"November 12, 2019","Animation, Family, Musical"
s1256,Movie,The Biscuit Eater,United States,"November 12, 2019","Animals & Nature, Drama, Family"
s1257,Movie,The Black Cauldron,"United States, United Kingdom","November 12, 2019","Action-Adventure, Animation, Coming of Age"
s1258,Movie,The Black Hole,United States,"November 12, 2019","Action-Adventure, Science Fiction, Thriller"
s1259,Movie,The Blue Umbrella,United States,"November 12, 2019","Animation, Family, Kids"
s1260,TV Show,The Book of Once Upon a Time,,"November 12, 2019","Animation, Anthology, Kids"
s1261,TV Show,The Book of Pooh,United States,"November 12, 2019","Comedy, Kids"
s1262,Movie,The Brave Little Toaster Goes to Mars,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s1263,Movie,The Castaway Cowboy,United States,"November 12, 2019","Action-Adventure, Family, Western"
s1264,Movie,The Cheetah Girls,"Canada, United States","November 12, 2019","Coming of Age, Drama, Music"
s1265,Movie,The Cheetah Girls 2,United States,"November 12, 2019","Coming of Age, Drama, Music"
s1266,Movie,The Cheetah Girls: One World,United States,"November 12, 2019","Comedy, Coming of Age, Music"
s1267,Movie,The Christmas Star,"Canada, United States","November 12, 2019","Crime, Drama, Family"
s1268,Movie,The Chronicles of Narnia: Prince Caspian,"United States, Poland, Slovenia, Czech Republic, United Kingdom","November 12, 2019","Action-Adventure, Family, Fantasy"
s1269,Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","United Kingdom, United States","November 12, 2019","Action-Adventure, Family, Fantasy"
s1270,Movie,The Color of Friendship,"Canada, United States","November 12, 2019","Biographical, Drama"
s1271,Movie,The Computer Wore Tennis Shoes,United States,"November 12, 2019","Comedy, Crime, Science Fiction"
s1272,Movie,The Country Bears,United States,"November 12, 2019","Comedy, Music"
s1273,Movie,The Emperor's New Groove,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1274,Movie,The Even Stevens Movie,United States,"November 12, 2019","Action-Adventure, Comedy"
s1275,Movie,The Flood,United States,"November 12, 2019","Animals & Nature, Documentary"
s1276,Movie,The Fox and the Hound,United States,"November 12, 2019","Action-Adventure, Animation, Buddy"
s1277,Movie,The Fox and the Hound 2,United States,"November 12, 2019","Action-Adventure, Animation, Buddy"
s1278,Movie,The Game Plan,United States,"November 12, 2019","Comedy, Family, Sports"
s1279,Movie,The Ghosts of Buxley Hall,United States,"November 12, 2019","Comedy, Family, Fantasy"
s1280,Movie,The Goddess of Spring,United States,"November 12, 2019","Animation, Family, Fantasy"
s1281,Movie,The Golden Touch,United States,"November 12, 2019","Animation, Family, Fantasy"
s1282,Movie,The Good Dinosaur,United States,"November 12, 2019","Action-Adventure, Animation, Buddy"
s1283,Movie,The Great Muppet Caper,"United Kingdom, United States","November 12, 2019","Comedy, Crime, Family"
s1284,Movie,The Greatest Game Ever Played,"United States, Canada","November 12, 2019","Biographical, Sports"
s1285,Movie,The Haunted Mansion,United States,"November 12, 2019","Comedy, Family, Fantasy"
s1286,Movie,The Hockey Champ,United States,"November 12, 2019","Animation, Comedy, Family"
s1287,Movie,The Hunchback of Notre Dame,"United States, France","November 12, 2019","Action-Adventure, Animation, Family"
s1288,Movie,The Hunchback of Notre Dame II,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1289,TV Show,The Imagineering Story,United States,"November 12, 2019","Docuseries, Historical"
s1290,Movie,The Incredible Journey,"Canada, United States","November 12, 2019","Action-Adventure, Animals & Nature, Family"
s1291,Movie,The Incredibles,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1292,Movie,The Journey of Natty Gann,United States,"November 12, 2019","Action-Adventure, Coming of Age, Drama"
s1293,Movie,The Jungle Book 2,"United States, Australia","November 12, 2019","Action-Adventure, Animation, Kids"
s1294,Movie,The Jungle Book: Mowgli's Story,United States,"November 12, 2019","Action-Adventure, Coming of Age, Family"
s1295,Movie,The Legend of Mor'du,United States,"November 12, 2019","Animation, Family, Fantasy"
s1296,Movie,The Lion King 1 1/2,"Australia, United States","November 12, 2019","Action-Adventure, Animation, Comedy"
s1297,Movie,The Lion King 2: Simba's Pride,"United States, Australia","November 12, 2019","Action-Adventure, Animation, Family"
s1298,Movie,The Little Mermaid,United States,"November 12, 2019","Animation, Family, Fantasy"
s1299,Movie,The Little Mermaid II:  Return to the Sea,"United States, Canada, Australia, Taiwan","November 12, 2019","Animation, Drama, Fantasy"
s1300,Movie,The Little Mermaid:  Ariel's Beginning,United States,"November 12, 2019","Animation, Drama, Family"
s1301,Movie,The Little Whirlwind,United States,"November 12, 2019","Animation, Family, Kids"
s1302,Movie,The Living Desert,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s1303,Movie,The Lizzie McGuire Movie,United States,"November 12, 2019","Comedy, Coming of Age, Family"
s1304,Movie,The Lost Tomb of Alexander the Great,United Kingdom,"November 12, 2019","Documentary, Historical"
s1305,Movie,The Love Bug (1969),United States,"November 12, 2019","Action-Adventure, Comedy, Family"
s1306,Movie,The Many Adventures of Winnie the Pooh,United States,"November 12, 2019","Animation, Kids, Musical"
s1307,Movie,The Million Dollar Duck,United States,"November 12, 2019","Comedy, Family"
s1308,Movie,The Mistle-Tones,United States,"November 12, 2019","Drama, Music"
s1309,Movie,The Muppet Christmas Carol,"United States, United Kingdom","November 12, 2019","Comedy, Drama, Family"
s1310,Movie,The Muppet Movie,"United Kingdom, United States","November 12, 2019","Action-Adventure, Comedy, Family"
s1311,Movie,The Muppets,United States,"November 12, 2019","Comedy, Family, Kids"
s1312,TV Show,The Muppets (Series),United States,"November 12, 2019",Comedy
s1313,TV Show,The New Adventures of Winnie the Pooh,United States,"November 12, 2019","Animation, Kids"
s1314,Movie,The Old Mill,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1315,Movie,The Olympic Champ,United States,"November 12, 2019","Animation, Comedy, Family"
s1316,Movie,The Parent Trap,"United States, United Kingdom","November 12, 2019","Comedy, Family, Romance"
s1317,Movie,The Parent Trap (1961),United States,"November 12, 2019","Comedy, Family, Romance"
s1318,Movie,The Pied Piper,United States,"November 12, 2019","Animation, Family, Musical"
s1319,Movie,The Plausible Impossible (Disneyland: 1954-58),United States,"November 12, 2019","Documentary, Family"
s1320,Movie,The Poof Point,United States,"November 12, 2019","Comedy, Coming of Age, Science Fiction"
s1321,Movie,The Prince and the Pauper,United Kingdom,"November 12, 2019","Action-Adventure, Coming of Age, Family"
s1322,Movie,The Princess and the Frog,United States,"November 12, 2019","Animation, Comedy, Family"
s1323,Movie,The Princess Diaries,"United States, United Kingdom","November 12, 2019","Comedy, Coming of Age, Family"
s1324,Movie,The Princess Diaries 2: Royal Engagement,United States,"November 12, 2019","Comedy, Family, Romance"
s1325,Movie,The Proud Family Movie,United States,"November 12, 2019","Animation, Comedy, Family"
s1326,Movie,The Reluctant Dragon,United States,"November 12, 2019","Animation, Comedy, Family"
s1327,TV Show,The Replacements,United States,"November 12, 2019","Animation, Comedy, Family"
s1328,Movie,The Rescuers,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1329,Movie,The Rescuers Down Under,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1330,Movie,The Rookie,United States,"November 12, 2019","Biographical, Family, Sports"
s1331,Movie,The Santa Clause,"United States, Canada","November 12, 2019","Comedy, Family, Fantasy"
s1332,Movie,The Santa Clause 2,"United States, Canada","November 12, 2019","Comedy, Family, Fantasy"
s1333,Movie,The Santa Clause 3: The Escape Clause,"United States, Canada","November 12, 2019","Comedy, Family, Fantasy"
s1334,Movie,The Scream Team,United States,"November 12, 2019","Comedy, Fantasy"
s1335,Movie,The Secret of the Magic Gourd,"China, Hong Kong, United States","November 12, 2019",Fantasy
s1336,Movie,The Shaggy D.A.,United States,"November 12, 2019","Comedy, Family, Fantasy"
s1337,Movie,The Shaggy Dog,United States,"November 12, 2019","Comedy, Family, Fantasy"
s1338,Movie,The Sign of Zorro,United States,"November 12, 2019","Action-Adventure, Drama, Family"
s1339,Movie,The Simple Things,United States,"November 12, 2019","Animation, Comedy, Family"
s1340,Movie,The Sound of Music,United States,"November 12, 2019","Biographical, Family, Historical"
s1341,Movie,The Story of Robin Hood And His Merrie Men,United Kingdom,"November 12, 2019","Action-Adventure, Family"
s1342,Movie,The Strongest Man in the World,United States,"November 12, 2019","Comedy, Family, Science Fiction"
s1343,Movie,The Suite Life Movie,United States,"November 12, 2019","Comedy, Coming of Age"
s1344,TV Show,The Suite Life of Zack & Cody,United States,"November 12, 2019","Action-Adventure, Comedy, Coming of Age"
s1345,TV Show,The Suite Life On Deck,United States,"November 12, 2019","Action-Adventure, Comedy, Coming of Age"
s1346,Movie,The Swap,United States,"November 12, 2019","Comedy, Coming of Age, Fantasy"
s1347,Movie,The Thirteenth Year,United States,"November 12, 2019","Coming of Age, Fantasy"
s1348,Movie,The Three Caballeros,United States,"November 12, 2019","Animation, Family, Musical"
s1349,Movie,The Three Musketeers,"Austria, United Kingdom, United States","November 12, 2019","Action-Adventure, Comedy, Family"
s1350,Movie,The Tigger Movie,"United States, Japan","November 12, 2019","Action-Adventure, Animation, Kids"
s1351,Movie,The Tortoise and the Hare,United States,"November 12, 2019","Animation, Family, Sports"
s1352,Movie,The Ugly Dachshund,United States,"November 12, 2019","Animals & Nature, Comedy, Family"
s1353,Movie,The Ugly Duckling,United States,"November 12, 2019","Animation, Family"
s1354,Movie,The Ultimate Christmas Present,"Canada, United States","November 12, 2019","Comedy, Coming of Age, Fantasy"
s1355,Movie,The Vanishing Prairie,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s1356,Movie,The Wild,"Canada, United States","November 12, 2019","Action-Adventure, Animation, Comedy"
s1357,Movie,The Wise Little Hen,United States,"November 12, 2019","Animation, Family, Kids"
s1358,Movie,The Wizards Return: Alex vs. Alex,United States,"November 12, 2019","Comedy, Coming of Age, Fantasy"
s1359,TV Show,The World According to Jeff Goldblum,United States,"November 12, 2019",Docuseries
s1360,Movie,The Young Black Stallion,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Drama"
s1361,Movie,Three Blind Mouseketeers,United States,"November 12, 2019","Animation, Family, Parody"
s1362,Movie,Three Days,United States,"November 12, 2019","Drama, Fantasy"
s1363,Movie,Three Little Pigs,United States,"November 12, 2019","Animation, Family, Kids"
s1364,Movie,Three Little Wolves,United States,"November 12, 2019","Animation, Family"
s1365,Movie,Three Men and a Baby,"United States, France","November 12, 2019","Buddy, Comedy"
s1366,Movie,Three Men and a Little Lady,United States,"November 12, 2019","Buddy, Comedy, Romance"
s1367,Movie,Thru the Mirror,United States,"November 12, 2019","Animation, Comedy, Family"
s1368,Movie,Tiger Cruise,United States,"November 12, 2019","Drama, Family"
s1369,Movie,Tim Burton’s The Nightmare Before Christmas,United States,"November 12, 2019","Animation, Family, Fantasy"
s1370,TV Show,Timon & Pumbaa,United States,"November 12, 2019","Animation, Buddy, Comedy"
s1371,Movie,Tin Toy,United States,"November 12, 2019","Animation, Family, Kids"
s1372,Movie,Tinker Bell,United States,"November 12, 2019","Action-Adventure, Animation, Fantasy"
s1373,Movie,Tinker Bell and the Great Fairy Rescue,United States,"November 12, 2019","Action-Adventure, Animation, Fantasy"
s1374,Movie,Tinker Bell and the Lost Treasure,United States,"November 12, 2019","Action-Adventure, Animation, Fantasy"
s1375,Movie,Titanic: 20 Years Later With James Cameron,United States,"November 12, 2019","Documentary, Historical"
s1376,Movie,Toby Tortoise Returns,United States,"November 12, 2019","Animation, Family, Sports"
s1377,Movie,Tom and Huck,United States,"November 12, 2019","Action-Adventure, Comedy, Coming of Age"
s1378,Movie,Toy Story,United States,"November 12, 2019","Action-Adventure, Animation, Buddy"
s1379,Movie,Toy Story 2,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1380,Movie,Toy Story 3,United States,"November 12, 2019","Animation, Comedy, Drama"
s1381,Movie,Toy Story Toons: Hawaiian Vacation,United States,"November 12, 2019","Animation, Comedy, Family"
s1382,Movie,Toy Story Toons: Partysaurus Rex,United States,"November 12, 2019","Animation, Comedy, Family"
s1383,Movie,Toy Story Toons: Small Fry,United States,"November 12, 2019","Animation, Family, Kids"
s1384,Movie,Trail of the Panda,China,"November 12, 2019","Action-Adventure, Animals & Nature, Family"
s1385,Movie,Trailer Horn,United States,"November 12, 2019","Animation, Comedy, Family"
s1386,Movie,Treasure Island,"United Kingdom, United States","November 12, 2019","Action-Adventure, Family"
s1387,Movie,Treasure of Matecumbe,United States,"November 12, 2019","Action-Adventure, Family, Mystery"
s1388,Movie,Treasure Planet,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1389,Movie,Tree Climbing Lions,,"November 12, 2019","Animals & Nature, Documentary, Family"
s1390,Movie,Tron,United States,"November 12, 2019","Action-Adventure, Family, Science Fiction"
s1391,Movie,Tru Confessions,"United States, Canada","November 12, 2019","Coming of Age, Drama"
s1392,Movie,Tuck Everlasting,United States,"November 12, 2019","Coming of Age, Drama, Fantasy"
s1393,Movie,Tugboat Mickey,United States,"November 12, 2019","Animation, Comedy, Family"
s1394,Movie,Twas the Night,United States,"November 12, 2019","Comedy, Crime, Fantasy"
s1395,Movie,Twitches,United States,"November 12, 2019","Comedy, Fantasy"
s1396,Movie,Twitches Too,United States,"November 12, 2019","Comedy, Fantasy"
s1397,Movie,Unidentified Flying Oddball,United States,"November 12, 2019","Action-Adventure, Comedy, Family"
s1398,Movie,Up,United States,"November 12, 2019","Action-Adventure, Animation, Buddy"
s1399,Movie,"Up, Up and Away","Canada, United States","November 12, 2019","Comedy, Coming of Age, Fantasy"
s1400,Movie,Valiant,"United Kingdom, United States","November 12, 2019","Action-Adventure, Animation, Comedy"
s1401,Movie,Waking Sleeping Beauty,United States,"November 12, 2019",Documentary
s1402,Movie,WALL-E,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1403,Movie,Wendy Wu: Homecoming Warrior,United States,"November 12, 2019","Action-Adventure, Coming of Age, Fantasy"
s1404,Movie,Whispers: An Elephant's Tale,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Family"
s1405,Movie,White Fang,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Drama"
s1406,Movie,Who Framed Roger Rabbit,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1407,TV Show,Wild Yellowstone,Germany,"November 12, 2019","Animals & Nature, Docuseries, Travel"
s1408,Movie,Winged Seduction: Birds of Paradise,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Documentary"
s1409,Movie,Winnie the Pooh,United States,"November 12, 2019","Animation, Comedy, Family"
s1410,Movie,Winnie the Pooh: A Very Merry Pooh Year,United States,"November 12, 2019","Animation, Kids"
s1411,Movie,Winnie the Pooh: Springtime with Roo,United States,"November 12, 2019","Animation, Kids, Musical"
s1412,Movie,Winter Storage,United States,"November 12, 2019","Animation, Comedy, Family"
s1413,TV Show,Wizards of Waverly Place,United States,"November 12, 2019","Comedy, Coming of Age, Fantasy"
s1414,Movie,Wizards of Waverly Place: The Movie,United States,"November 12, 2019","Action-Adventure, Comedy, Coming of Age"
s1415,TV Show,Wolverine and The X-Men,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s1416,Movie,World's Greatest Dogs,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s1417,Movie,Wreck-It Ralph,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1418,TV Show,X-Men: Evolution,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s1419,Movie,Ye Olden Days,United States,"November 12, 2019","Animation, Comedy, Family"
s1420,Movie,Yellowstone Cubs,United States,"November 12, 2019","Animals & Nature, Comedy, Family"
s1421,Movie,You Lucky Dog,United States,"November 12, 2019","Comedy, Fantasy"
s1422,Movie,You Wish!,"New Zealand, United States","November 12, 2019","Coming of Age, Drama, Fantasy"
s1423,Movie,Your Friend the Rat,United States,"November 12, 2019","Animation, Comedy, Family"
s1424,Movie,Z-O-M-B-I-E-S,United States,"November 12, 2019","Coming of Age, Musical, Science Fiction"
s1425,Movie,Zapped,"Canada, United States","November 12, 2019","Comedy, Coming of Age, Science Fiction"
s1426,Movie,Zenon: Girl of the 21st Century,United States,"November 12, 2019","Comedy, Coming of Age, Science Fiction"
s1427,Movie,Zenon: The Zequel,"United States, New Zealand","November 12, 2019","Comedy, Science Fiction"
s1428,Movie,Zenon: Z3,United States,"November 12, 2019","Comedy, Coming of Age, Science Fiction"
s1429,Movie,Zootopia,United States,"November 12, 2019","Animation, Comedy, Family"
s1430,Movie,Bedknobs and Broomsticks,United States,"October 1, 2019","Comedy, Family, Fantasy"
s1431,Movie,Blackbeard's Ghost,United States,"October 1, 2019","Comedy, Family, Fantasy"
s1432,Movie,Brave Little Tailor,United States,"October 1, 2019","Action-Adventure, Animation, Comedy"
s1433,Movie,Justin Morgan had a Horse,United States,"October 1, 2019","Animals & Nature, Biographical, Drama"
s1434,Movie,Lady and the Tramp II: Scamp's Adventure,"United States, Australia","October 1, 2019","Action-Adventure, Animation, Coming of Age"
s1435,TV Show,Smart Guy,United States,"October 1, 2019","Comedy, Coming of Age, Kids"
s1436,Movie,The Cat from Outer Space,United States,"October 1, 2019","Comedy, Family, Science Fiction"
s1437,Movie,The Great Mouse Detective,United States,"October 1, 2019","Animation, Family, Mystery"
s1438,Movie,The Sword in the Stone,United States,"October 1, 2019","Action-Adventure, Animation, Comedy"
s1439,Movie,Those Calloways,United States,"October 1, 2019","Animals & Nature, Drama, Family"
s1440,TV Show,Disney Kirby Buckets,United States,,"Action-Adventure, Comedy, Coming of Age"
s1441,TV Show,Disney Mech-X4,Canada,,"Action-Adventure, Comedy, Science Fiction"
s1442,TV Show,Imagination Movers,United States,,"Kids, Music"
s1443,Movie,Tomorrowland,"United States, Spain, France, Canada, United Kingdom","September 3, 2021","Action-Adventure, Science Fiction"
s1444,Movie,Aquamarine,United States,"August 13, 2021","Comedy, Coming of Age, Fantasy"
s1445,Movie,Ice Age: Dawn Of The Dinosaurs,"United States, United Kingdom, Australia","June 4, 2021","Animation, Comedy, Family"
s1446,Movie,X-Men Origins: Wolverine,"United States, United Kingdom","June 4, 2021","Action-Adventure, Family, Science Fiction"
s1447,Movie,Night at the Museum: Battle of the Smithsonian,"United States, Canada","April 2, 2021","Action-Adventure, Comedy, Family"
s1448,Movie,Eddie the Eagle,"United Kingdom, Germany, United States","December 18, 2020","Biographical, Comedy, Drama"
s1449,Movie,Bend It Like Beckham,"United Kingdom, Germany, United States","September 18, 2020","Buddy, Comedy, Coming of Age"
s1450,Movie,Captain Sparky vs. The Flying Saucers,United States,"April 1, 2020","Action-Adventure, Animals & Nature, Animation"
