Datum,Ort,Produkt,Anzahl
2017-02-02,Ilmenau,LearningSphere,993
2017-02-02,Ilmenau,AutoPilot,539
2017-02-02,Jena,SmartDesk,617
2017-02-02,Jena,HealthHub,256
2017-02-02,Jena,QuantumStorage,448
2017-02-02,Jena,LearningSphere,632
2017-02-02,Jena,AutoPilot,337
2017-02-02,Weimar,SmartDesk,293
2017-02-02,Weimar,HealthHub,319
2017-02-02,Weimar,QuantumStorage,258
2017-02-02,Weimar,LearningSphere,1033
2017-02-02,Weimar,AutoPilot,593
2017-02-03,Erfurt,SmartDesk,457
2017-02-03,Erfurt,HealthHub,379
2017-02-03,Erfurt,QuantumStorage,291
2017-02-03,Erfurt,LearningSphere,777
2017-02-03,Erfurt,AutoPilot,638
2017-02-03,Ilmenau,SmartDesk,409
2017-02-03,Ilmenau,HealthHub,168
2017-02-03,Ilmenau,QuantumStorage,206
2017-02-03,Ilmenau,LearningSphere,749
2017-02-03,Ilmenau,AutoPilot,434
2017-02-03,Jena,SmartDesk,490
2017-02-03,Jena,HealthHub,229
2017-02-03,Jena,QuantumStorage,407
2017-02-03,Jena,LearningSphere,498
2017-02-03,Jena,AutoPilot,248
2017-02-03,Weimar,SmartDesk,242
2017-02-03,Weimar,HealthHub,231
2017-02-03,Weimar,QuantumStorage,220
2017-02-03,Weimar,LearningSphere,904
2017-02-03,Weimar,AutoPilot,457
2017-02-04,Erfurt,SmartDesk,0
2017-02-04,Erfurt,HealthHub,0
2017-02-04,Erfurt,QuantumStorage,0
2017-02-04,Erfurt,LearningSphere,0
2017-02-04,Erfurt,AutoPilot,0
2017-02-04,Ilmenau,SmartDesk,0
2017-02-04,Ilmenau,HealthHub,0
2017-02-04,Ilmenau,QuantumStorage,0
2017-02-04,Ilmenau,LearningSphere,0
2017-02-04,Ilmenau,AutoPilot,0
2017-02-04,Jena,SmartDesk,0
2017-02-04,Jena,HealthHub,0
2017-02-04,Jena,QuantumStorage,0
2017-02-04,Jena,LearningSphere,0
2017-02-04,Jena,AutoPilot,0
2017-02-04,Weimar,SmartDesk,0
2017-02-04,Weimar,HealthHub,0
2017-02-04,Weimar,QuantumStorage,0
2017-02-04,Weimar,LearningSphere,0
2017-02-04,Weimar,AutoPilot,0
2017-02-05,Erfurt,SmartDesk,0
2017-02-05,Erfurt,HealthHub,0
2017-02-05,Erfurt,QuantumStorage,0
2017-02-05,Erfurt,LearningSphere,0
2017-02-05,Erfurt,AutoPilot,0
2017-02-05,Ilmenau,SmartDesk,0
2017-02-05,Ilmenau,HealthHub,0
2017-02-05,Ilmenau,QuantumStorage,0
2017-02-05,Ilmenau,LearningSphere,0
2017-02-05,Ilmenau,AutoPilot,0
2017-02-05,Jena,SmartDesk,0
2017-02-05,Jena,HealthHub,0
2017-02-05,Jena,QuantumStorage,0
2017-02-05,Jena,LearningSphere,0
2017-02-05,Jena,AutoPilot,0
2017-02-05,Weimar,SmartDesk,0
2017-02-05,Weimar,HealthHub,0
2017-02-05,Weimar,QuantumStorage,0
2017-02-05,Weimar,LearningSphere,0
2017-02-05,Weimar,AutoPilot,0
2017-02-06,Erfurt,SmartDesk,617
2017-02-06,Erfurt,HealthHub,662
2017-02-06,Erfurt,QuantumStorage,375
2017-02-06,Erfurt,LearningSphere,1004
2017-02-06,Erfurt,AutoPilot,1035
2017-02-06,Ilmenau,SmartDesk,497
2017-02-06,Ilmenau,HealthHub,248
2017-02-06,Ilmenau,QuantumStorage,257
2017-02-06,Ilmenau,LearningSphere,1118
2017-02-06,Ilmenau,AutoPilot,597
2017-02-06,Jena,SmartDesk,644
2017-02-06,Jena,HealthHub,246
2017-02-06,Jena,QuantumStorage,535
2017-02-06,Jena,LearningSphere,624
2017-02-06,Jena,AutoPilot,344
2017-02-06,Weimar,SmartDesk,350
2017-02-06,Weimar,HealthHub,303
2017-02-06,Weimar,QuantumStorage,265
2017-02-06,Weimar,LearningSphere,1090
2017-02-06,Weimar,AutoPilot,617
2017-02-07,Erfurt,SmartDesk,400
2017-02-07,Erfurt,HealthHub,470
2017-02-07,Erfurt,QuantumStorage,300
2017-02-07,Erfurt,LearningSphere,680
2017-02-07,Erfurt,AutoPilot,679
2017-02-07,Ilmenau,SmartDesk,317
2017-02-07,Ilmenau,HealthHub,175
2017-02-07,Ilmenau,QuantumStorage,165
2017-02-07,Ilmenau,LearningSphere,599
2017-02-07,Ilmenau,AutoPilot,389
2017-02-07,Jena,SmartDesk,424
2017-02-07,Jena,HealthHub,202
2017-02-07,Jena,QuantumStorage,394
2017-02-07,Jena,LearningSphere,407
2017-02-07,Jena,AutoPilot,222
2017-02-07,Weimar,SmartDesk,209
2017-02-07,Weimar,HealthHub,202
2017-02-07,Weimar,QuantumStorage,175
2017-02-07,Weimar,LearningSphere,691
2017-02-07,Weimar,AutoPilot,400
2017-02-08,Erfurt,SmartDesk,470
2017-02-08,Erfurt,HealthHub,523
2017-02-08,Erfurt,QuantumStorage,342
2017-02-08,Erfurt,LearningSphere,821
2017-02-08,Erfurt,AutoPilot,728
2017-02-08,Ilmenau,SmartDesk,406
2017-02-08,Ilmenau,HealthHub,186
2017-02-08,Ilmenau,QuantumStorage,229
2017-02-08,Ilmenau,LearningSphere,865
2017-02-08,Ilmenau,AutoPilot,558
2017-02-08,Jena,SmartDesk,542
2017-02-08,Jena,HealthHub,197
2017-02-08,Jena,QuantumStorage,398
2017-02-08,Jena,LearningSphere,606
2017-02-08,Jena,AutoPilot,314
2017-02-08,Weimar,SmartDesk,283
2017-02-08,Weimar,HealthHub,275
2017-02-08,Weimar,QuantumStorage,253
2017-02-08,Weimar,LearningSphere,834
2017-02-08,Weimar,AutoPilot,470
2017-02-09,Erfurt,SmartDesk,516
2017-02-09,Erfurt,HealthHub,555
2017-02-09,Erfurt,QuantumStorage,360
2017-02-09,Erfurt,LearningSphere,877
2017-02-09,Erfurt,AutoPilot,974
2017-02-09,Ilmenau,SmartDesk,502
2017-02-09,Ilmenau,HealthHub,208
2017-02-09,Ilmenau,QuantumStorage,267
2017-02-09,Ilmenau,LearningSphere,931
2017-02-09,Ilmenau,AutoPilot,543
2017-02-09,Jena,SmartDesk,492
2017-02-09,Jena,HealthHub,260
2017-02-09,Jena,QuantumStorage,544
2017-02-09,Jena,LearningSphere,676
2017-02-09,Jena,AutoPilot,348
2017-02-09,Weimar,SmartDesk,328
2017-02-09,Weimar,HealthHub,300
2017-02-09,Weimar,QuantumStorage,287
2017-02-09,Weimar,LearningSphere,1089
2017-02-09,Weimar,AutoPilot,516
2017-02-10,Erfurt,SmartDesk,426
2017-02-10,Erfurt,HealthHub,420
2017-02-10,Erfurt,QuantumStorage,317
2017-02-10,Erfurt,LearningSphere,719
2017-02-10,Erfurt,AutoPilot,576
2017-02-10,Ilmenau,SmartDesk,362
2017-02-10,Ilmenau,HealthHub,138
2017-02-10,Ilmenau,QuantumStorage,217
2017-02-10,Ilmenau,LearningSphere,770
2017-02-10,Ilmenau,AutoPilot,514
2017-02-10,Jena,SmartDesk,447
2017-02-10,Jena,HealthHub,192
2017-02-10,Jena,QuantumStorage,351
2017-02-10,Jena,LearningSphere,488
2017-02-10,Jena,AutoPilot,253
2017-02-10,Weimar,SmartDesk,241
2017-02-10,Weimar,HealthHub,197
2017-02-10,Weimar,QuantumStorage,209
2017-02-10,Weimar,LearningSphere,866
2017-02-10,Weimar,AutoPilot,426
2017-02-11,Erfurt,SmartDesk,0
2017-02-11,Erfurt,HealthHub,0
2017-02-11,Erfurt,QuantumStorage,0
2017-02-11,Erfurt,LearningSphere,0
2017-02-11,Erfurt,AutoPilot,0
2017-02-11,Ilmenau,SmartDesk,0
2017-02-11,Ilmenau,HealthHub,0
2017-02-11,Ilmenau,QuantumStorage,0
2017-02-11,Ilmenau,LearningSphere,0
2017-02-11,Ilmenau,AutoPilot,0
2017-02-11,Jena,SmartDesk,0
2017-02-11,Jena,HealthHub,0
2017-02-11,Jena,QuantumStorage,0
2017-02-11,Jena,LearningSphere,0
2017-02-11,Jena,AutoPilot,0
2017-02-11,Weimar,SmartDesk,0
2017-02-11,Weimar,HealthHub,0
2017-02-11,Weimar,QuantumStorage,0
2017-02-11,Weimar,LearningSphere,0
2017-02-11,Weimar,AutoPilot,0
2017-02-12,Erfurt,SmartDesk,0
2017-02-12,Erfurt,HealthHub,0
2017-02-12,Erfurt,QuantumStorage,0
2017-02-12,Erfurt,LearningSphere,0
2017-02-12,Erfurt,AutoPilot,0
2017-02-12,Ilmenau,SmartDesk,0
2017-02-12,Ilmenau,HealthHub,0
2017-02-12,Ilmenau,QuantumStorage,0
2017-02-12,Ilmenau,LearningSphere,0
2017-02-12,Ilmenau,AutoPilot,0
2017-02-12,Jena,SmartDesk,0
2017-02-12,Jena,HealthHub,0
2017-02-12,Jena,QuantumStorage,0
2017-02-12,Jena,LearningSphere,0
2017-02-12,Jena,AutoPilot,0
2017-02-12,Weimar,SmartDesk,0
2017-02-12,Weimar,HealthHub,0
2017-02-12,Weimar,QuantumStorage,0
2017-02-12,Weimar,LearningSphere,0
2017-02-12,Weimar,AutoPilot,0
2017-02-13,Erfurt,SmartDesk,591
2017-02-13,Erfurt,HealthHub,635
2017-02-13,Erfurt,QuantumStorage,400
2017-02-13,Erfurt,LearningSphere,1134
2017-02-13,Erfurt,AutoPilot,902
2017-02-13,Ilmenau,SmartDesk,551
2017-02-13,Ilmenau,HealthHub,228
2017-02-13,Ilmenau,QuantumStorage,263
2017-02-13,Ilmenau,LearningSphere,1089
2017-02-13,Ilmenau,AutoPilot,647
2017-02-13,Jena,SmartDesk,556
2017-02-13,Jena,HealthHub,266
2017-02-13,Jena,QuantumStorage,545
2017-02-13,Jena,LearningSphere,745
2017-02-13,Jena,AutoPilot,399
2017-02-13,Weimar,SmartDesk,307
2017-02-13,Weimar,HealthHub,312
2017-02-13,Weimar,QuantumStorage,337
2017-02-13,Weimar,LearningSphere,939
2017-02-13,Weimar,AutoPilot,591
2017-02-14,Erfurt,SmartDesk,419
2017-02-14,Erfurt,HealthHub,411
2017-02-14,Erfurt,QuantumStorage,228
2017-02-14,Erfurt,LearningSphere,757
2017-02-14,Erfurt,AutoPilot,605
2017-02-14,Ilmenau,SmartDesk,359
2017-02-14,Ilmenau,HealthHub,137
2017-02-14,Ilmenau,QuantumStorage,199
2017-02-14,Ilmenau,LearningSphere,815
2017-02-14,Ilmenau,AutoPilot,373
2017-02-14,Jena,SmartDesk,400
2017-02-14,Jena,HealthHub,178
2017-02-14,Jena,QuantumStorage,346
2017-02-14,Jena,LearningSphere,486
2017-02-14,Jena,AutoPilot,248
2017-02-14,Weimar,SmartDesk,196
2017-02-14,Weimar,HealthHub,188
2017-02-14,Weimar,QuantumStorage,193
2017-02-14,Weimar,LearningSphere,817
2017-02-14,Weimar,AutoPilot,419
2017-02-15,Erfurt,SmartDesk,429
2017-02-15,Erfurt,HealthHub,479
2017-02-15,Erfurt,QuantumStorage,312
2017-02-15,Erfurt,LearningSphere,909
2017-02-15,Erfurt,AutoPilot,835
2017-02-15,Ilmenau,SmartDesk,422
2017-02-15,Ilmenau,HealthHub,195
2017-02-15,Ilmenau,QuantumStorage,251
2017-02-15,Ilmenau,LearningSphere,892
2017-02-15,Ilmenau,AutoPilot,481
2017-02-15,Jena,SmartDesk,479
2017-02-15,Jena,HealthHub,245
2017-02-15,Jena,QuantumStorage,469
2017-02-15,Jena,LearningSphere,502
2017-02-15,Jena,AutoPilot,286
2017-02-15,Weimar,SmartDesk,275
2017-02-15,Weimar,HealthHub,242
2017-02-15,Weimar,QuantumStorage,255
2017-02-15,Weimar,LearningSphere,958
2017-02-15,Weimar,AutoPilot,429
2017-02-16,Erfurt,SmartDesk,569
2017-02-16,Erfurt,HealthHub,534
2017-02-16,Erfurt,QuantumStorage,363
2017-02-16,Erfurt,LearningSphere,1004
2017-02-16,Erfurt,AutoPilot,957
2017-02-16,Ilmenau,SmartDesk,546
2017-02-16,Ilmenau,HealthHub,207
2017-02-16,Ilmenau,QuantumStorage,265
2017-02-16,Ilmenau,LearningSphere,1017
2017-02-16,Ilmenau,AutoPilot,591
2017-02-16,Jena,SmartDesk,621
2017-02-16,Jena,HealthHub,280
2017-02-16,Jena,QuantumStorage,482
2017-02-16,Jena,LearningSphere,682
2017-02-16,Jena,AutoPilot,320
2017-02-16,Weimar,SmartDesk,311
2017-02-16,Weimar,HealthHub,271
2017-02-16,Weimar,QuantumStorage,249
2017-02-16,Weimar,LearningSphere,869
2017-02-16,Weimar,AutoPilot,569
2017-02-17,Erfurt,SmartDesk,359
2017-02-17,Erfurt,HealthHub,422
2017-02-17,Erfurt,QuantumStorage,260
2017-02-17,Erfurt,LearningSphere,736
2017-02-17,Erfurt,AutoPilot,754
2017-02-17,Ilmenau,SmartDesk,379
2017-02-17,Ilmenau,HealthHub,174
2017-02-17,Ilmenau,QuantumStorage,189
2017-02-17,Ilmenau,LearningSphere,737
2017-02-17,Ilmenau,AutoPilot,422
2017-02-17,Jena,SmartDesk,427
2017-02-17,Jena,HealthHub,223
2017-02-17,Jena,QuantumStorage,418
2017-02-17,Jena,LearningSphere,566
2017-02-17,Jena,AutoPilot,221
2017-02-17,Weimar,SmartDesk,207
2017-02-17,Weimar,HealthHub,243
2017-02-17,Weimar,QuantumStorage,193
2017-02-17,Weimar,LearningSphere,695
2017-02-17,Weimar,AutoPilot,359
2017-02-18,Erfurt,SmartDesk,0
2017-02-18,Erfurt,HealthHub,0
2017-02-18,Erfurt,QuantumStorage,0
2017-02-18,Erfurt,LearningSphere,0
2017-02-18,Erfurt,AutoPilot,0
2017-02-18,Ilmenau,SmartDesk,0
2017-02-18,Ilmenau,HealthHub,0
2017-02-18,Ilmenau,QuantumStorage,0
2017-02-18,Ilmenau,LearningSphere,0
2017-02-18,Ilmenau,AutoPilot,0
2017-02-18,Jena,SmartDesk,0
2017-02-18,Jena,HealthHub,0
2017-02-18,Jena,QuantumStorage,0
2017-02-18,Jena,LearningSphere,0
2017-02-18,Jena,AutoPilot,0
2017-02-18,Weimar,SmartDesk,0
2017-02-18,Weimar,HealthHub,0
2017-02-18,Weimar,QuantumStorage,0
2017-02-18,Weimar,LearningSphere,0
2017-02-18,Weimar,AutoPilot,0
2017-02-19,Erfurt,SmartDesk,0
2017-02-19,Erfurt,HealthHub,0
2017-02-19,Erfurt,QuantumStorage,0
2017-02-19,Erfurt,LearningSphere,0
2017-02-19,Erfurt,AutoPilot,0
2017-02-19,Ilmenau,SmartDesk,0
2017-02-19,Ilmenau,HealthHub,0
2017-02-19,Ilmenau,QuantumStorage,0
2017-02-19,Ilmenau,LearningSphere,0
2017-02-19,Ilmenau,AutoPilot,0
2017-02-19,Jena,SmartDesk,0
2017-02-19,Jena,HealthHub,0
2017-02-19,Jena,QuantumStorage,0
2017-02-19,Jena,LearningSphere,0
2017-02-19,Jena,AutoPilot,0
2017-02-19,Weimar,SmartDesk,0
2017-02-19,Weimar,HealthHub,0
2017-02-19,Weimar,QuantumStorage,0
2017-02-19,Weimar,LearningSphere,0
2017-02-19,Weimar,AutoPilot,0
2017-02-20,Erfurt,SmartDesk,601
2017-02-20,Erfurt,HealthHub,654
2017-02-20,Erfurt,QuantumStorage,371
2017-02-20,Erfurt,LearningSphere,999
2017-02-20,Erfurt,AutoPilot,925
2017-02-20,Ilmenau,SmartDesk,477
2017-02-20,Ilmenau,HealthHub,200
2017-02-20,Ilmenau,QuantumStorage,290
2017-02-20,Ilmenau,LearningSphere,942
2017-02-20,Ilmenau,AutoPilot,684
2017-02-20,Jena,SmartDesk,593
2017-02-20,Jena,HealthHub,297
2017-02-20,Jena,QuantumStorage,573
2017-02-20,Jena,LearningSphere,782
2017-02-20,Jena,AutoPilot,326
2017-02-20,Weimar,SmartDesk,305
2017-02-20,Weimar,HealthHub,279
2017-02-20,Weimar,QuantumStorage,284
2017-02-20,Weimar,LearningSphere,983
2017-02-20,Weimar,AutoPilot,601
2017-02-21,Erfurt,SmartDesk,341
2017-02-21,Erfurt,HealthHub,431
2017-02-21,Erfurt,QuantumStorage,278
2017-02-21,Erfurt,LearningSphere,635
2017-02-21,Erfurt,AutoPilot,634
2017-02-21,Ilmenau,SmartDesk,366
2017-02-21,Ilmenau,HealthHub,163
2017-02-21,Ilmenau,QuantumStorage,204
2017-02-21,Ilmenau,LearningSphere,782
2017-02-21,Ilmenau,AutoPilot,423
2017-02-21,Jena,SmartDesk,391
2017-02-21,Jena,HealthHub,191
2017-02-21,Jena,QuantumStorage,301
2017-02-21,Jena,LearningSphere,496
2017-02-21,Jena,AutoPilot,219
2017-02-21,Weimar,SmartDesk,218
2017-02-21,Weimar,HealthHub,223
2017-02-21,Weimar,QuantumStorage,198
2017-02-21,Weimar,LearningSphere,800
2017-02-21,Weimar,AutoPilot,341
2017-02-22,Erfurt,SmartDesk,470
2017-02-22,Erfurt,HealthHub,536
2017-02-22,Erfurt,QuantumStorage,334
2017-02-22,Erfurt,LearningSphere,840
2017-02-22,Erfurt,AutoPilot,693
2017-02-22,Ilmenau,SmartDesk,383
2017-02-22,Ilmenau,HealthHub,189
2017-02-22,Ilmenau,QuantumStorage,210
2017-02-22,Ilmenau,LearningSphere,868
2017-02-22,Ilmenau,AutoPilot,508
2017-02-22,Jena,SmartDesk,545
2017-02-22,Jena,HealthHub,241
2017-02-22,Jena,QuantumStorage,421
2017-02-22,Jena,LearningSphere,577
2017-02-22,Jena,AutoPilot,285
2017-02-22,Weimar,SmartDesk,254
2017-02-22,Weimar,HealthHub,268
2017-02-22,Weimar,QuantumStorage,260
2017-02-22,Weimar,LearningSphere,767
2017-02-22,Weimar,AutoPilot,470
2017-02-23,Erfurt,SmartDesk,519
2017-02-23,Erfurt,HealthHub,505
2017-02-23,Erfurt,QuantumStorage,370
2017-02-23,Erfurt,LearningSphere,839
2017-02-23,Erfurt,AutoPilot,786
2017-02-23,Ilmenau,SmartDesk,503
2017-02-23,Ilmenau,HealthHub,237
2017-02-23,Ilmenau,QuantumStorage,264
2017-02-23,Ilmenau,LearningSphere,888
2017-02-23,Ilmenau,AutoPilot,558
2017-02-23,Jena,SmartDesk,530
2017-02-23,Jena,HealthHub,271
2017-02-23,Jena,QuantumStorage,550
2017-02-23,Jena,LearningSphere,588
2017-02-23,Jena,AutoPilot,309
2017-02-23,Weimar,SmartDesk,301
2017-02-23,Weimar,HealthHub,295
2017-02-23,Weimar,QuantumStorage,244
2017-02-23,Weimar,LearningSphere,1082
2017-02-23,Weimar,AutoPilot,519
2017-02-24,Erfurt,SmartDesk,367
2017-02-24,Erfurt,HealthHub,467
2017-02-24,Erfurt,QuantumStorage,328
2017-02-24,Erfurt,LearningSphere,782
2017-02-24,Erfurt,AutoPilot,655
2017-02-24,Ilmenau,SmartDesk,433
2017-02-24,Ilmenau,HealthHub,179
2017-02-24,Ilmenau,QuantumStorage,192
2017-02-24,Ilmenau,LearningSphere,708
2017-02-24,Ilmenau,AutoPilot,486
2017-02-24,Jena,SmartDesk,463
2017-02-24,Jena,HealthHub,202
2017-02-24,Jena,QuantumStorage,429
2017-02-24,Jena,LearningSphere,539
2017-02-24,Jena,AutoPilot,232
2017-02-24,Weimar,SmartDesk,255
2017-02-24,Weimar,HealthHub,216
2017-02-24,Weimar,QuantumStorage,224
2017-02-24,Weimar,LearningSphere,775
2017-02-24,Weimar,AutoPilot,367
2017-02-25,Erfurt,SmartDesk,0
2017-02-25,Erfurt,HealthHub,0
2017-02-25,Erfurt,QuantumStorage,0
2017-02-25,Erfurt,LearningSphere,0
2017-02-25,Erfurt,AutoPilot,0
2017-02-25,Ilmenau,SmartDesk,0
2017-02-25,Ilmenau,HealthHub,0
2017-02-25,Ilmenau,QuantumStorage,0
2017-02-25,Ilmenau,LearningSphere,0
2017-02-25,Ilmenau,AutoPilot,0
2017-02-25,Jena,SmartDesk,0
2017-02-25,Jena,HealthHub,0
2017-02-25,Jena,QuantumStorage,0
2017-02-25,Jena,LearningSphere,0
2017-02-25,Jena,AutoPilot,0
2017-02-25,Weimar,SmartDesk,0
2017-02-25,Weimar,HealthHub,0
2017-02-25,Weimar,QuantumStorage,0
2017-02-25,Weimar,LearningSphere,0
2017-02-25,Weimar,AutoPilot,0
2017-02-26,Erfurt,SmartDesk,0
2017-02-26,Erfurt,HealthHub,0
2017-02-26,Erfurt,QuantumStorage,0
2017-02-26,Erfurt,LearningSphere,0
2017-02-26,Erfurt,AutoPilot,0
2017-02-26,Ilmenau,SmartDesk,0
2017-02-26,Ilmenau,HealthHub,0
2017-02-26,Ilmenau,QuantumStorage,0
2017-02-26,Ilmenau,LearningSphere,0
2017-02-26,Ilmenau,AutoPilot,0
2017-02-26,Jena,SmartDesk,0
2017-02-26,Jena,HealthHub,0
2017-02-26,Jena,QuantumStorage,0
2017-02-26,Jena,LearningSphere,0
2017-02-26,Jena,AutoPilot,0
2017-02-26,Weimar,SmartDesk,0
2017-02-26,Weimar,HealthHub,0
2017-02-26,Weimar,QuantumStorage,0
2017-02-26,Weimar,LearningSphere,0
2017-02-26,Weimar,AutoPilot,0
2017-02-27,Erfurt,SmartDesk,574
2017-02-27,Erfurt,HealthHub,687
2017-02-27,Erfurt,QuantumStorage,369
2017-02-27,Erfurt,LearningSphere,921
2017-02-27,Erfurt,AutoPilot,966
2017-02-27,Ilmenau,SmartDesk,529
2017-02-27,Ilmenau,HealthHub,230
2017-02-27,Ilmenau,QuantumStorage,272
2017-02-27,Ilmenau,LearningSphere,942
2017-02-27,Ilmenau,AutoPilot,637
2017-02-27,Jena,SmartDesk,561
2017-02-27,Jena,HealthHub,283
2017-02-27,Jena,QuantumStorage,601
2017-02-27,Jena,LearningSphere,758
2017-02-27,Jena,AutoPilot,366
2017-02-27,Weimar,SmartDesk,319
2017-02-27,Weimar,HealthHub,279
2017-02-27,Weimar,QuantumStorage,292
2017-02-27,Weimar,LearningSphere,1003
2017-02-27,Weimar,AutoPilot,574
2017-02-28,Erfurt,SmartDesk,407
2017-02-28,Erfurt,HealthHub,425
2017-02-28,Erfurt,QuantumStorage,246
2017-02-28,Erfurt,LearningSphere,640
2017-02-28,Erfurt,AutoPilot,580
2017-02-28,Ilmenau,SmartDesk,299
2017-02-28,Ilmenau,HealthHub,144
2017-02-28,Ilmenau,QuantumStorage,168
2017-02-28,Ilmenau,LearningSphere,632
2017-02-28,Ilmenau,AutoPilot,451
2017-02-28,Jena,SmartDesk,363
2017-02-28,Jena,HealthHub,202
2017-02-28,Jena,QuantumStorage,417
2017-02-28,Jena,LearningSphere,398
2017-02-28,Jena,AutoPilot,266
2017-02-28,Weimar,SmartDesk,206
2017-02-28,Weimar,HealthHub,184
2017-02-28,Weimar,QuantumStorage,218
2017-02-28,Weimar,LearningSphere,644
2017-02-28,Weimar,AutoPilot,407
2017-03-01,Erfurt,SmartDesk,428
2017-03-01,Erfurt,HealthHub,471
2017-03-01,Erfurt,QuantumStorage,350
2017-03-01,Erfurt,LearningSphere,826
2017-03-01,Erfurt,AutoPilot,708
2017-03-01,Ilmenau,SmartDesk,386
2017-03-01,Ilmenau,HealthHub,180
2017-03-01,Ilmenau,QuantumStorage,227
2017-03-01,Ilmenau,LearningSphere,876
2017-03-01,Ilmenau,AutoPilot,548
2017-03-01,Jena,SmartDesk,525
2017-03-01,Jena,HealthHub,253
2017-03-01,Jena,QuantumStorage,390
2017-03-01,Jena,LearningSphere,548
2017-03-01,Jena,AutoPilot,303
2017-03-01,Weimar,SmartDesk,266
2017-03-01,Weimar,HealthHub,239
2017-03-01,Weimar,QuantumStorage,239
2017-03-01,Weimar,LearningSphere,805
2017-03-01,Weimar,AutoPilot,428
2017-03-02,Erfurt,SmartDesk,549
2017-03-02,Erfurt,HealthHub,588
2017-03-02,Erfurt,QuantumStorage,351
2017-03-02,Erfurt,LearningSphere,939
2017-03-02,Erfurt,AutoPilot,840
2017-03-02,Ilmenau,SmartDesk,536
2017-03-02,Ilmenau,HealthHub,235
2017-03-02,Ilmenau,QuantumStorage,243
2017-03-02,Ilmenau,LearningSphere,849
2017-03-02,Ilmenau,AutoPilot,534
2017-03-02,Jena,SmartDesk,614
2017-03-02,Jena,HealthHub,289
2017-03-02,Jena,QuantumStorage,534
2017-03-02,Jena,LearningSphere,598
2017-03-02,Jena,AutoPilot,304
2017-03-02,Weimar,SmartDesk,331
2017-03-02,Weimar,HealthHub,311
2017-03-02,Weimar,QuantumStorage,286
2017-03-02,Weimar,LearningSphere,868
2017-03-02,Weimar,AutoPilot,549
2017-03-03,Erfurt,SmartDesk,406
2017-03-03,Erfurt,HealthHub,390
2017-03-03,Erfurt,QuantumStorage,295
2017-03-03,Erfurt,LearningSphere,732
2017-03-03,Erfurt,AutoPilot,660
2017-03-03,Ilmenau,SmartDesk,389
2017-03-03,Ilmenau,HealthHub,161
2017-03-03,Ilmenau,QuantumStorage,185
2017-03-03,Ilmenau,LearningSphere,679
2017-03-03,Ilmenau,AutoPilot,499
2017-03-03,Jena,SmartDesk,405
2017-03-03,Jena,HealthHub,189
2017-03-03,Jena,QuantumStorage,412
2017-03-03,Jena,LearningSphere,438
2017-03-03,Jena,AutoPilot,264
2017-03-03,Weimar,SmartDesk,216
2017-03-03,Weimar,HealthHub,215
2017-03-03,Weimar,QuantumStorage,207
2017-03-03,Weimar,LearningSphere,836
2017-03-03,Weimar,AutoPilot,406
2017-03-04,Erfurt,SmartDesk,0
2017-03-04,Erfurt,HealthHub,0
2017-03-04,Erfurt,QuantumStorage,0
2017-03-04,Erfurt,LearningSphere,0
2017-03-04,Erfurt,AutoPilot,0
2017-03-04,Ilmenau,SmartDesk,0
2017-03-04,Ilmenau,HealthHub,0
2017-03-04,Ilmenau,QuantumStorage,0
2017-03-04,Ilmenau,LearningSphere,0
2017-03-04,Ilmenau,AutoPilot,0
2017-03-04,Jena,SmartDesk,0
2017-03-04,Jena,HealthHub,0
2017-03-04,Jena,QuantumStorage,0
2017-03-04,Jena,LearningSphere,0
2017-03-04,Jena,AutoPilot,0
2017-03-04,Weimar,SmartDesk,0
2017-03-04,Weimar,HealthHub,0
2017-03-04,Weimar,QuantumStorage,0
2017-03-04,Weimar,LearningSphere,0
2017-03-04,Weimar,AutoPilot,0
2017-03-05,Erfurt,SmartDesk,0
2017-03-05,Erfurt,HealthHub,0
2017-03-05,Erfurt,QuantumStorage,0
2017-03-05,Erfurt,LearningSphere,0
2017-03-05,Erfurt,AutoPilot,0
2017-03-05,Ilmenau,SmartDesk,0
2017-03-05,Ilmenau,HealthHub,0
2017-03-05,Ilmenau,QuantumStorage,0
2017-03-05,Ilmenau,LearningSphere,0
2017-03-05,Ilmenau,AutoPilot,0
2017-03-05,Jena,SmartDesk,0
2017-03-05,Jena,HealthHub,0
2017-03-05,Jena,QuantumStorage,0
2017-03-05,Jena,LearningSphere,0
2017-03-05,Jena,AutoPilot,0
2017-03-05,Weimar,SmartDesk,0
2017-03-05,Weimar,HealthHub,0
2017-03-05,Weimar,QuantumStorage,0
2017-03-05,Weimar,LearningSphere,0
2017-03-05,Weimar,AutoPilot,0
2017-03-06,Erfurt,SmartDesk,625
2017-03-06,Erfurt,HealthHub,568
2017-03-06,Erfurt,QuantumStorage,437
2017-03-06,Erfurt,LearningSphere,936
2017-03-06,Erfurt,AutoPilot,860
2017-03-06,Ilmenau,SmartDesk,549
2017-03-06,Ilmenau,HealthHub,243
2017-03-06,Ilmenau,QuantumStorage,273
2017-03-06,Ilmenau,LearningSphere,1068
2017-03-06,Ilmenau,AutoPilot,581
2017-03-06,Jena,SmartDesk,583
2017-03-06,Jena,HealthHub,298
2017-03-06,Jena,QuantumStorage,590
2017-03-06,Jena,LearningSphere,689
2017-03-06,Jena,AutoPilot,394
2017-03-06,Weimar,SmartDesk,299
2017-03-06,Weimar,HealthHub,274
